status,path,pages,chars,chunks,seconds,message,ocr_path,metadata_path
error,01 GD AE/C&S/Plataforma de acero TES/4521-PLN-AGE-58-54-2001.pdf,,,,0.45,"sysctlbyname for kern.hv_vmm_present failed with status -1Error Domain=NSOSStatusErrorDomain Code=-6662 ""Failed to create CVPixelBuffer Width = 1036, Height = 1600, Format = '420f'"" UserInfo={NSLocalizedDescription=Failed to create CVPixelBuffer Width = 1036, Height = 1600, Format = '420f'}
domain=NSOSStatusErrorDomain code=-6662 description=Failed to create CVPixelBuffer Width = 1036, Height = 1600, Format = '420f'",,
