[sheet Lista de instrumentos]
Rev | TAG | Instrument type | Protect | Service | P&ID | Equipment / Line | Notes
00 | 10WSH10CT021 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G5
00 | 10WSH10CT022 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G5
00 | 10WSH10CT023 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G6
00 | 10WSH10CT024 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G6
00 | 10WSH10CT025 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G6
00 | 10WSH10CT026 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G6
00 | 10WSH10CT027 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G6
00 | 10WSH10CT028 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G7
00 | 10WSH10CT029 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G7
00 | 10WSH10CT030 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G7
00 | 10WSH10CT031 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G8
00 | 10WSH10CT032 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G8
00 | 10WSH10CT033 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G8
00 | 10WSH10CT034 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G9
00 | 10WSH10CT035 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G9
00 | 10WSH10CT036 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G9
00 | 10WSH10CT037 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G10
00 | 10WSH10CT038 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G10
00 | 10WSH10CT039 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G10
00 | 10WSH10CT040 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G11
00 | 10WSH10CT041 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G11
00 | 10WSH10CT042 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G11
00 | 10WSH10CT043 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G12
00 | 10WSH10CT044 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G12
00 | 10WSH10CT045 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G12
00 | 10WSC10CT046 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 2 | G13
00 | 10WSC10CT047 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 2 | G13
00 | 10WSC10CT048 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 2 | G13
00 | 10WSC10CT049 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 2 | G13
00 | 10WSC10CT050 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 2 | G13
00 | 10WSH10CT051 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 6 | G13
00 | 10WSH10CT052 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 6 | G13
00 | 10WSH10CT053 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 6 | G13
00 | 10WSH10CT054 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 6 | G13
00 | 10WSH10CT055 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 6 | G13
00 | 10WSH10CT056 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 6 | G13
00 | 10WSH10CT057 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 6 | G13
00 | 10WSH10CT058 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 6 | G13
00 | 10WSH10CT059 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 6 | G13
00 | 10WSC10CT060 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 2 | G15
00 | 10WSC10CT061 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 2 | G15
00 | 10WSC10CT062 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 2 | G15
00 | 10WSC10CT063 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 2 | G15
00 | 10WSC10CT064 | Temperature transmitter | IP65 | Tank Foundation | 1950801-PID-3030-00 Sh 2 | G15
00 | 10WSH10CT065 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G14
00 | 10WSH10CT066 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G14
00 | 10WSH10CT067 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G14
00 | 10WSH10CT068 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G14
00 | 10WSH10CT069 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G15
00 | 10WSH10CT070 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G15
00 | 10WSH10CT071 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G15
00 | 10WSH10CT072 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G15
00 | 10WSH10CT073 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G15
00 | 10WSH10CT074 | Temperature transmitter | IP65 | Molten Salt | 1950801-PID-3030-00 Sh 6 | G15
01 | 10WTD10CL101 | Level transmitter | IP65 | Nitrogen/HTF | 1950801-PID-3030-00 Sh 5 | 36"AAA3
01 | 10WTD10AX401 | Sigth glass | IP65 | Nitrogen/HTF | 1950801-PID-3030-00 Sh 5 | 36"AAA3
