path,size_bytes,size_human,ext,depth,mtime_iso
07 Presentado al Condado/0005_Isometrics/Signar/HTF_To actualizarse/255-HTF-23F-CS30-1_Sht_1.dwg,276616,270 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/251-MS-01F-CS31-20_rev01_Sht_1.dwg,333779,326 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/251-MS-01F-CS31-20_rev01_Sht_2.dwg,279671,273 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/252-MS-03F-CS31-24_Rev01_Sht_1.dwg,311716,304 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/252-MS-03F-CS31-24_Rev01_Sht_2.dwg,305481,298 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/252-MS-04F-CS31-24_Rev01_Sht_1.dwg,307687,300 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/252-MS-04F-CS31-24_Rev01_Sht_2.dwg,312509,305 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/252-MS-06F-CS31-4_Sht_1.dwg,292275,285 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/252-MS-13E-CS31-24_rev02_Sht_1.dwg,296162,289 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/252-MS-13F-CS31-24_rev02_Sht_1.dwg,298551,292 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/252-MS-14E-CS31-24_rev02_Sht_1.dwg,305906,299 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/252-MS-14F-CS31-24_rev02_Sht_1.dwg,299485,292 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/252-MS-60E-CS31-24_Rev01_Sht_1.dwg,271537,265 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/253-MS-01F-CS31-20_rev01_Sht_1.dwg,317292,310 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/253-MS-01F-CS31-20_rev01_Sht_2.dwg,283434,277 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/253-MS-01F-CS31-20_rev01_Sht_3.dwg,313400,306 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/253-MS-01F-CS31-20_rev01_Sht_4.dwg,283851,277 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/253-MS-60E-CS31-24_Sht_1.dwg,275013,269 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/255-MS-06F-CS31-4_Rev01_Sht_1.dwg,308575,301 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/255-MS-07F-CS31-4_Sht_1.dwg,313053,306 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/255-MS-08F-CS31-4_Sht_1.dwg,285653,279 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/255-MS-09F-CS31-4_Sht_1.dwg,289655,283 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/255-MS-11F-CS31-3_Sht_1.dwg,291376,285 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/255-MS-12F-CS31-3_Sht_1.dwg,284854,278 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/255-MS-13F-CS31-3_Sht_1.dwg,285525,279 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/255-MS-14F-CS31-3_rev01_Sht_1.dwg,326774,319 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/255-MS-15F-CS31-3_Sht_1.dwg,303482,296 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/257-MS-10EF-CS31-6_Rev01_Sht_1.dwg,326512,319 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/257-MS-10F-CS31-4_Rev01_Sht_1[1].dwg,311124,304 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/257-MS-11EF-CS31-4_Rev01_Sht_1[1].dwg,297756,291 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/257-MS-12EF-CS31-3_Sht_1.dwg,312577,305 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/MS_To actualizarse/257-MS-13EF-CS31-2_Rev01_Sht_1.dwg,281001,274 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/N_to actualizarse/252-N-06F-CS31-2_Sht_1.dwg,286417,280 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/N_to actualizarse/252-N-08EF-CS31-2_Sht_1.dwg,273286,267 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/N_to actualizarse/252-N-10F-CS31-2_Sht_1.dwg,284242,278 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/N_to actualizarse/252-N-11F-CS31-2_Sht_1.dwg,284594,278 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/N_to actualizarse/252-N-12F-CS31-2_Sht_1.dwg,281101,275 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/N_to actualizarse/255-N-09EF-CS31-2_Sht_1.dwg,296228,289 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/N_to actualizarse/255-N-09EF-CS72-1.5_Sht_1.dwg,288845,282 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/N_to actualizarse/255-N-09EF-CS72-1.5_Sht_2.dwg,298417,291 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/N_to actualizarse/255-N-10EF-CS72-05_Sht_1.dwg,273154,267 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/0005_Isometrics/Signar/N_to actualizarse/257-N-11EF-CS72-05_Sht_1.dwg,299363,292 KB,dwg,4,2026-06-05T06:26:00.000Z
07 Presentado al Condado/003 Planning distribucion/4521-PLN-AEE-00-00-0100-REV01.pdf,1119987,1.1 MB,pdf,2,2026-06-05T06:26:00.000Z
07 Presentado al Condado/003 Planning distribucion/4521-PLN-AEE-00-00-0200_REV01.pdf,1158103,1.1 MB,pdf,2,2026-06-05T06:26:00.000Z
07 Presentado al Condado/003 Planning distribucion/Order 186461 summary.pdf,63804,62 KB,pdf,2,2026-06-05T06:26:00.000Z
07 Presentado al Condado/003 Planning distribucion/S3.1  04_04_2018.pdf,1158103,1.1 MB,pdf,2,2026-06-05T06:26:00.000Z
07 Presentado al Condado/003 Planning distribucion/S3.2  04_03_2018.pdf,1119987,1.1 MB,pdf,2,2026-06-05T06:26:00.000Z
07 Presentado al Condado/Maricopa County Planning & Development .msg,220672,216 KB,msg,1,2026-06-05T06:25:00.000Z
