path,size_bytes,size_human,ext,depth,mtime_iso
09 Miscelanea/boreholes_Proposed locations.pdf,264315,258 KB,pdf,1,2026-06-05T06:25:00.000Z
09 Miscelanea/Tanques MS tal como se construyeron/Salt_Tanks_As_Built.zip,135261527,129 MB,zip,2,2026-06-05T06:25:00.000Z
